x-axis,1,2
second,Ampere,Volt
-6.000000E-03,+399.120582581E+00,-554.140761E-03
-5.994000E-03,+367.713548183E+00,-554.140761E-03
-5.988000E-03,+338.819076538E+00,-473.738752E-03
-5.982000E-03,+308.668323517E+00,-473.738752E-03
-5.976000E-03,+278.517570496E+00,-473.738752E-03
-5.970000E-03,+258.417068481E+00,-473.738752E-03
-5.964000E-03,+238.316566467E+00,-473.738752E-03
-5.958000E-03,+208.165813446E+00,-513.939757E-03
-5.952000E-03,+198.115562439E+00,-554.140761E-03
-5.946000E-03,+178.015060425E+00,-554.140761E-03
-5.940000E-03,+157.914558411E+00,-473.738752E-03
-5.934000E-03,+137.814056396E+00,-554.140761E-03
-5.928000E-03,+137.814056396E+00,-549.115636E-03
-5.922000E-03,+117.713554382E+00,-554.140761E-03
-5.916000E-03,+117.713554382E+00,-473.738752E-03
-5.910000E-03,+106.407021999E+00,-554.140761E-03
-5.904000E-03,+77.512550354E+00,-554.140761E-03
-5.898000E-03,+87.562801361E+00,-554.140761E-03
-5.892000E-03,+77.512550354E+00,-554.140761E-03
-5.886000E-03,+77.512550354E+00,-473.738752E-03
-5.880000E-03,+76.256268978E+00,-554.140761E-03
-5.874000E-03,+57.412048340E+00,-508.914631E-03
-5.868000E-03,+57.412048340E+00,-473.738752E-03
-5.862000E-03,+57.412048340E+00,-473.738752E-03
-5.856000E-03,+57.412048340E+00,-473.738752E-03
-5.850000E-03,+47.361797333E+00,-508.914631E-03
-5.844000E-03,+37.311546326E+00,-473.738752E-03
-5.838000E-03,+37.311546326E+00,-513.939757E-03
-5.832000E-03,+17.211044312E+00,-473.738752E-03
-5.826000E-03,+26.005013943E+00,-513.939757E-03
-5.820000E-03,+17.211044312E+00,-554.140761E-03
-5.814000E-03,+37.311546326E+00,-554.140761E-03
-5.808000E-03,+36.055264950E+00,-554.140761E-03
-5.802000E-03,+27.261295319E+00,-513.939757E-03
-5.796000E-03,+17.211044312E+00,-554.140761E-03
-5.790000E-03,+17.211044312E+00,-508.914631E-03
-5.784000E-03,+17.211044312E+00,-473.738752E-03
-5.778000E-03,+7.160793304E+00,-554.140761E-03
-5.772000E-03,-2.889457703E+00,-549.115636E-03
-5.766000E-03,+17.211044312E+00,-554.140761E-03
-5.760000E-03,+17.211044312E+00,-473.738752E-03
-5.754000E-03,+7.160793304E+00,-508.914631E-03
-5.748000E-03,+17.211044312E+00,-549.115636E-03
-5.742000E-03,+5.904511929E+00,-508.914631E-03
-5.736000E-03,+17.211044312E+00,-549.115636E-03
-5.730000E-03,-2.889457703E+00,-554.140761E-03
-5.724000E-03,-2.889457703E+00,-554.140761E-03
-5.718000E-03,+7.160793304E+00,-513.939757E-03
-5.712000E-03,+17.211044312E+00,-473.738752E-03
-5.706000E-03,+17.211044312E+00,-554.140761E-03
-5.700000E-03,-2.889457703E+00,-554.140761E-03
-5.694000E-03,-2.889457703E+00,-554.140761E-03
-5.688000E-03,-2.889457703E+00,-473.738752E-03
-5.682000E-03,+7.160793304E+00,-513.939757E-03
-5.676000E-03,+15.954762936E+00,-554.140761E-03
-5.670000E-03,+7.160793304E+00,-508.914631E-03
-5.664000E-03,+17.211044312E+00,-554.140761E-03
-5.658000E-03,+5.904511929E+00,-554.140761E-03
-5.652000E-03,-2.889457703E+00,-549.115636E-03
-5.646000E-03,-2.889457703E+00,-508.914631E-03
-5.640000E-03,-2.889457703E+00,-554.140761E-03
-5.634000E-03,+66.206017971E+00,-513.939757E-03
-5.628000E-03,+419.221084595E+00,-393.336743E-03
-5.622000E-03,+468.216058254E+00,-393.336743E-03
-5.616000E-03,+519.723594666E+00,-473.738752E-03
-5.610000E-03,+559.924598694E+00,-473.738752E-03
-5.604000E-03,+598.869321346E+00,-473.738752E-03
-5.598000E-03,+629.020074368E+00,-433.537748E-03
-5.592000E-03,+660.427108765E+00,-468.713627E-03
-5.586000E-03,+680.527610779E+00,-473.738752E-03
-5.580000E-03,+720.728614807E+00,-473.738752E-03
-5.574000E-03,+729.522584438E+00,-473.738752E-03
-5.568000E-03,+760.929618835E+00,-473.738752E-03
-5.562000E-03,+781.030120850E+00,-433.537748E-03
-5.556000E-03,+801.130622864E+00,-473.738752E-03
-5.550000E-03,+821.231124878E+00,-473.738752E-03
-5.544000E-03,+821.231124878E+00,-468.713627E-03
-5.538000E-03,+841.331626892E+00,-473.738752E-03
-5.532000E-03,+841.331626892E+00,-393.336743E-03
-5.526000E-03,+870.226098537E+00,-433.537748E-03
-5.520000E-03,+881.532630920E+00,-473.738752E-03
-5.514000E-03,+890.326600552E+00,-433.537748E-03
-5.508000E-03,+881.532630920E+00,-393.336743E-03
-5.502000E-03,+901.633132935E+00,-428.512622E-03
-5.496000E-03,+920.477353573E+00,-468.713627E-03
